title,author,rating,rating_count,description,isbn,image,url_from_jsonld,book_url,pages,published_year,language,genres
Siddhartha,Hermann Hesse,4.08,880047,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1629378189i/52036.jpg,,https://www.goodreads.com/book/show/52036.Siddhartha,152.0,,,"Classics, Fiction, Philosophy, Spirituality, Religion"
"Vampire Academy (Vampire Academy, #1)",Richelle Mead,4.1,681253,,9781595141743,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1361098973i/345627.jpg,,https://www.goodreads.com/book/show/345627.Vampire_Academy,332.0,,,"Fantasy, Young Adult, Vampires, Paranormal, Romance"
And Then There Were None,Agatha Christie,4.27,1623015,,9780312330873,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1638425885i/16299.jpg,,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None,264.0,,,"Mystery, Classics, Fiction, Agatha Christie, Thriller"
Don Quixote,Miguel de Cervantes Saavedra,3.91,306094,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1546112331i/3836.jpg,,https://www.goodreads.com/book/show/3836.Don_Quixote,1023.0,,,"Classics, Fiction, Literature, Spanish Literature, Adventure"
The Zombie Room,R.D. Ronald,3.92,41023,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1460547041i/29908754.jpg,,https://www.goodreads.com/book/show/29908754-the-zombie-room,218.0,,,"Thriller, Mystery, Fiction, Crime, Mystery Thriller"
"Angela’s Ashes (Frank McCourt, #1)",Frank McCourt,4.15,659299,,9780007205233,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1348317139i/252577.jpg,,https://www.goodreads.com/book/show/252577.Angela_s_Ashes,452.0,,,"Nonfiction, Memoir, Biography, Classics, Ireland"
The Old Man and the Sea,Ernest Hemingway,3.81,1317658,,9780684830490,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1329189714i/2165.jpg,,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,96.0,,,"Classics, Fiction, Literature, Novels, School"
The Poisonwood Bible,Barbara Kingsolver,4.11,794988,,9780060786502,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1644073807i/7244.jpg,,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,546.0,,,"Fiction, Historical Fiction, Africa, Book Club, Classics"
Gone Girl,Gillian Flynn,4.15,3456765,,9780307588371,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1554086139i/19288043.jpg,,https://www.goodreads.com/book/show/19288043-gone-girl,415.0,,,"Fiction, Mystery, Thriller, Book Club, Mystery Thriller"
The Complete Stories and Poems,Edgar Allan Poe,4.4,296564,,9780385074070,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327942676i/23919.jpg,,https://www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems,821.0,,,"Classics, Poetry, Horror, Fiction, Short Stories"
"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,4.02,651703,,9780345476876,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1380631642i/43763.jpg,,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,346.0,,,"Horror, Fantasy, Fiction, Vampires, Paranormal"
Atlas Shrugged,Ayn Rand,3.69,407417,,9780452011878,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1405868167i/662.jpg,,https://www.goodreads.com/book/show/662.Atlas_Shrugged,1168.0,,,"Fiction, Classics, Philosophy, Politics, Literature"
The Girl Who Played with Fire (Millennium #2),Stieg Larsson,4.26,988072,,9780307269980,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1351778881i/5060378.jpg,,https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire,503.0,,,"Fiction, Mystery, Thriller, Crime, Mystery Thriller"
"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,4.38,395865,,9780525467564,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1298440130i/99107.jpg,,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh,161.0,,,"Classics, Childrens, Fiction, Fantasy, Audiobook"
"The Notebook (The Notebook, #1)",Nicholas Sparks,4.16,1845245,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1483183484i/33648131.jpg,,https://www.goodreads.com/book/show/33648131-the-notebook,227.0,,,"Romance, Fiction, Chick Lit, Contemporary, Adult"
The Stranger,Albert Camus,4.03,1410224,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1738704267i/49552.jpg,,https://www.goodreads.com/book/show/49552.The_Stranger,123.0,,,"Classics, Fiction, Philosophy, France, Literature"
"Harry Potter and the Sorcerer&apos;s Stone (Harry Potter, #1)",J.K. Rowling,4.47,11448200,,9780439554930,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1474154022i/3.jpg,,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,309.0,,,"Fantasy, Fiction, Young Adult, Harry Potter, Magic"
Fahrenheit 451,Ray Bradbury,3.97,2850088,,9780307347978,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1351643740i/4381.jpg,,https://www.goodreads.com/book/show/4381.Fahrenheit_451,158.0,,,"Classics, Fiction, Science Fiction, Dystopia, School"
Dark Places,Gillian Flynn,3.94,841265,,9780307341563,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1354988288i/5886881.jpg,,https://www.goodreads.com/book/show/5886881-dark-places,424.0,,,"Mystery, Thriller, Fiction, Mystery Thriller, Crime"
"The Shining (The Shining, #1)",Stephen  King,4.28,1712691,,9780450040184,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1353277730i/11588.jpg,,https://www.goodreads.com/book/show/11588.The_Shining,497.0,,,"Horror, Fiction, Thriller, Classics, Fantasy"
Shutter Island,Dennis Lehane,4.14,226777,,9780380731862,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1329269081i/21686.jpg,,https://www.goodreads.com/book/show/21686.Shutter_Island,369.0,,,"Mystery, Fiction, Thriller, Mystery Thriller, Horror"
"Moby-Dick or, The Whale",Herman Melville,3.57,617207,,9780142437247,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327940656i/153747.jpg,,https://www.goodreads.com/book/show/153747.Moby_Dick_or_The_Whale,720.0,,,"Classics, Fiction, Literature, Adventure, Historical Fiction"
A Prayer for Owen Meany,John Irving,4.24,337736,,9780552135399,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1260470010i/4473.jpg,,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,637.0,,,"Fiction, Classics, Book Club, Contemporary, Literary Fiction"
A Story of Yesterday,Sergio Cobo,4.53,20447,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1630609122i/58913358.jpg,,https://www.goodreads.com/book/show/58913358-a-story-of-yesterday,70.0,,,"Thriller, Mystery, Spanish Literature, European Literature, Fiction"
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,4508340,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1474169725i/15881.jpg,,https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,352.0,,,"Fantasy, Fiction, Young Adult, Harry Potter, Magic"
"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.31,877608,,9781416975861,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1693490271i/7171637.jpg,,https://www.goodreads.com/book/show/7171637-clockwork-angel,479.0,,,"Fantasy, Young Adult, Romance, Paranormal, Steampunk"
"The Hobbit, or There and Back Again",J.R.R. Tolkien,4.3,4466896,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1546071216i/5907.jpg,,https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again,366.0,,,"Fantasy, Classics, Fiction, Adventure, Young Adult"
The Metamorphosis,Franz Kafka,3.91,1437176,,9780553213690,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1646444605i/485894.jpg,,https://www.goodreads.com/book/show/485894.The_Metamorphosis,201.0,,,"Classics, Fiction, Philosophy, Fantasy, Short Stories"
It,Stephen  King,4.24,1273992,,9780450411434,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1334416842i/830502.jpg,,https://www.goodreads.com/book/show/830502.It,1184.0,,,"Horror, Fiction, Thriller, Fantasy, Audiobook"
The Girl on the Train,Paula Hawkins,3.96,3298350,,9781594633669,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1748242265i/22557272.jpg,,https://www.goodreads.com/book/show/22557272-the-girl-on-the-train,336.0,,,"Fiction, Mystery, Thriller, Book Club, Mystery Thriller"
The Secret Life of Bees,Sue Monk Kidd,4.1,1354628,,9780142001745,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1628532099i/37435.jpg,,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees,352.0,,,"Fiction, Historical Fiction, Book Club, Classics, Young Adult"
Perfume: The Story of a Murderer,Patrick Süskind,4.04,555951,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1409112276i/343.jpg,,https://www.goodreads.com/book/show/343.Perfume,263.0,,,"Fiction, Classics, Historical Fiction, Horror, Thriller"
"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,1085383,,9780756404079,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1704917687i/186074.jpg,,https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,662.0,,,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook"
The Red Tent,Anita Diamant,4.21,632780,,9780312353766,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1405739117i/4989.jpg,,https://www.goodreads.com/book/show/4989.The_Red_Tent,324.0,,,"Historical Fiction, Fiction, Book Club, Historical, Religion"
Mystic River,Dennis Lehane,4.18,165919,,9780060584757,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1407109549i/21671.jpg,,https://www.goodreads.com/book/show/21671.Mystic_River,416.0,,,"Mystery, Fiction, Thriller, Crime, Mystery Thriller"
"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,4.07,374109,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1593241110i/28877.jpg,,https://www.goodreads.com/book/show/28877.Red_Dragon,454.0,,,"Horror, Fiction, Thriller, Crime, Mystery"
The Master and Margarita,Mikhail Bulgakov,4.28,422614,,9780679760801,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327867963i/117833.jpg,,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita,372.0,,,"Classics, Fiction, Fantasy, Russia, Russian Literature"
Fight Club,Chuck Palahniuk,4.18,644671,,9780393355949,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1558216416i/36236124.jpg,,https://www.goodreads.com/book/show/36236124-fight-club,224.0,,,"Fiction, Classics, Thriller, Contemporary, Novels"
Never Lie,Freida McFadden,4.08,1487516,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1661428846i/62080187.jpg,,https://www.goodreads.com/book/show/62080187-never-lie,286.0,,,"Thriller, Mystery, Audiobook, Mystery Thriller, Fiction"
1984,George Orwell,4.2,5487289,,9780452284234,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1657781256i/61439040.jpg,,https://www.goodreads.com/book/show/61439040-1984,368.0,,,"Classics, Fiction, Science Fiction, Dystopia, Literature"
Before I Go to Sleep,S.J. Watson,3.9,368824,,9780062060556,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1358353512i/9736930.jpg,,https://www.goodreads.com/book/show/9736930-before-i-go-to-sleep,359.0,,,"Thriller, Fiction, Mystery, Book Club, Mystery Thriller"
None of This Is True,Lisa Jewell,4.07,1106602,,9781982179007,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1686092508i/62334530.jpg,,https://www.goodreads.com/book/show/62334530-none-of-this-is-true,390.0,,,"Thriller, Mystery, Audiobook, Fiction, Book Club"
Big Little Lies,Liane Moriarty,4.31,1119050,,9780399587191,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1559835163i/33516773.jpg,,https://www.goodreads.com/book/show/33516773-big-little-lies,460.0,,,"Fiction, Mystery, Book Club, Contemporary, Thriller"
The Count of Monte Cristo,Alexandre Dumas,4.33,1027387,,9780140449266,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1724863997i/7126.jpg,,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,1276.0,,,"Classics, Fiction, Historical Fiction, Adventure, Literature"
The Paris Apartment,Lucy Foley,3.64,720451,,9780063003057,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1645550948i/58468990.jpg,,https://www.goodreads.com/book/show/58468990-the-paris-apartment,360.0,,,"Mystery, Thriller, Fiction, Mystery Thriller, Audiobook"
"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,3.95,568230,,9781501190100,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1564517337i/43822820.jpg,,https://www.goodreads.com/book/show/43822820-the-family-upstairs,352.0,,,"Thriller, Mystery, Fiction, Mystery Thriller, Audiobook"
"The Housemaid&apos;s Secret (The Housemaid, #2)",Freida McFadden,4.17,1699023,,9781837901319,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1664729357i/62848145.jpg,,https://www.goodreads.com/book/show/62848145-the-housemaid-s-secret,316.0,,,"Thriller, Mystery, Fiction, Mystery Thriller, Audiobook"
Lock Every Door,Riley Sager,3.89,302215,,9781524745158,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1540938359i/41837243.jpg,,https://www.goodreads.com/book/show/41837243-lock-every-door,381.0,,,"Thriller, Mystery, Mystery Thriller, Fiction, Horror"
"You (You, #1)",Caroline Kepnes,3.96,293071,,9781501195433,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1549463282i/36430011.jpg,,https://www.goodreads.com/book/show/36430011-you,464.0,,,"Thriller, Fiction, Mystery, Mystery Thriller, Contemporary"
The Woman in the Window,A.J. Finn,3.94,888848,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1528225499i/40389527.jpg,,https://www.goodreads.com/book/show/40389527-the-woman-in-the-window,455.0,,,"Thriller, Mystery, Fiction, Mystery Thriller, Book Club"
"The Woman in Cabin 10 (Lo Blacklock, #1)",Ruth Ware,3.72,777366,,9781501132933,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1465878007i/28187230.jpg,,https://www.goodreads.com/book/show/28187230-the-woman-in-cabin-10,341.0,,,"Mystery, Thriller, Fiction, Mystery Thriller, Book Club"
"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,4.55,1152059,,9781423101475,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1723393514i/4556058.jpg,,https://www.goodreads.com/book/show/4556058-the-last-olympian,381.0,,,"Fantasy, Young Adult, Mythology, Fiction, Percy Jackson"
Pretty Girls,Karin Slaughter,4.01,718956,,9780062430878,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1432205734i/25574782.jpg,,https://www.goodreads.com/book/show/25574782-pretty-girls,432.0,,,"Thriller, Mystery, Mystery Thriller, Fiction, Audiobook"
The Secret History,Donna Tartt,4.15,1035603,,9781400031702,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1751820530i/29044.jpg,,https://www.goodreads.com/book/show/29044.The_Secret_History,559.0,,,"Fiction, Dark Academia, Mystery, Classics, Contemporary"
Home Before Dark,Riley Sager,4.04,315830,,9781524745172,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1571683410l/50833559.jpg,,https://www.goodreads.com/book/show/50833559-home-before-dark,389.0,,,"Horror, Thriller, Mystery, Mystery Thriller, Fiction"
Eragon (The Inheritance Cycle #1),Christopher Paolini,3.97,1944492,,9780375826696,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1366212852i/113436.jpg,,https://www.goodreads.com/book/show/113436.Eragon,503.0,,,"Fantasy, Young Adult, Fiction, Dragons, Adventure"
"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,4.2,195994,,9780451188458,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1437538512i/2373.jpg,,https://www.goodreads.com/book/show/2373.The_Bone_Collector,528.0,,,"Mystery, Thriller, Fiction, Crime, Mystery Thriller"
The Very Hungry Caterpillar,Eric Carle,4.34,548140,,9780241003008,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1603739265i/4948.jpg,,https://www.goodreads.com/book/show/4948.The_Very_Hungry_Caterpillar,26.0,,,"Picture Books, Childrens, Fiction, Classics, Animals"
The Only One Left,Riley Sager,4.13,616829,,9780593183229,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1668181003i/62703226.jpg,,https://www.goodreads.com/book/show/62703226-the-only-one-left,383.0,,,"Thriller, Mystery, Mystery Thriller, Fiction, Audiobook"
The Couple Next Door,Shari Lapena,3.8,714474,,9780735221086,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1471502242i/28815474.jpg,,https://www.goodreads.com/book/show/28815474-the-couple-next-door,308.0,,,"Thriller, Mystery, Fiction, Mystery Thriller, Book Club"
Behind Closed Doors,B.A. Paris,3.97,757846,,9781250121004,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1458854462i/29437949.jpg,,https://www.goodreads.com/book/show/29437949-behind-closed-doors,293.0,,,"Thriller, Fiction, Mystery, Mystery Thriller, Book Club"
Final Girls,Riley Sager,3.82,263329,,9781101985366,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1496658340i/32796253.jpg,,https://www.goodreads.com/book/show/32796253-final-girls,352.0,,,"Thriller, Mystery, Horror, Mystery Thriller, Fiction"
No Exit,Taylor  Adams,3.98,216628,,9781912106769,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1498539883i/35522836.jpg,,https://www.goodreads.com/book/show/35522836-no-exit,287.0,,,"Thriller, Mystery Thriller, Mystery, Fiction, Horror"
"The Last Thing He Told Me (Hannah Hall, #1)",Laura Dave,3.83,1150158,,9781501171345,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1603034599i/54981009.jpg,,https://www.goodreads.com/book/show/54981009-the-last-thing-he-told-me,307.0,,,"Mystery, Fiction, Thriller, Book Club, Mystery Thriller"
Looking for Alaska,John Green,3.96,1751968,,9781435249158,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1652042180i/99561.jpg,,https://www.goodreads.com/book/show/99561.Looking_for_Alaska,221.0,,,"Young Adult, Fiction, Contemporary, Romance, Realistic Fiction"
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.24,3158958,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1353029077i/100915.jpg,,https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,206.0,,,"Fantasy, Classics, Fiction, Young Adult, Childrens"
Then She Was Gone,Lisa Jewell,4.04,1004638,,9781501154645,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1741291185i/35297426.jpg,,https://www.goodreads.com/book/show/35297426-then-she-was-gone,359.0,,,"Thriller, Mystery, Fiction, Mystery Thriller, Audiobook"
A Flicker in the Dark,Stacy Willingham,3.97,605419,,9781250803825,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1621347398i/57693172.jpg,,https://www.goodreads.com/book/show/57693172-a-flicker-in-the-dark,357.0,,,"Thriller, Mystery, Mystery Thriller, Fiction, Audiobook"
"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,4.17,932702,,9780142403884,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1309211401i/6310.jpg,,https://www.goodreads.com/book/show/6310.Charlie_and_the_Chocolate_Factory,176.0,,,"Fiction, Classics, Fantasy, Childrens, Young Adult"
The Adventures of Tom Sawyer,Mark Twain,3.92,1021078,,9780143039563,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1404811979i/24583.jpg,,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer,244.0,,,"Classics, Fiction, Adventure, Historical Fiction, Young Adult"
Middlesex,Jeffrey Eugenides,4.04,664280,,9780312422158,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1437029776i/2187.jpg,,https://www.goodreads.com/book/show/2187.Middlesex,529.0,,,"Fiction, Historical Fiction, Book Club, Contemporary, LGBT"
"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.46,1157456,,9781627792127,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1651710803i/23437156.jpg,,https://www.goodreads.com/book/show/23437156-six-of-crows,480.0,,,"Fantasy, Young Adult, Fiction, Romance, Young Adult Fantasy"
"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,4.31,722546,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1628791882i/1232.jpg,,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind,487.0,,,"Fiction, Historical Fiction, Mystery, Fantasy, Book Club"
The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.89,1600319,,9781400032716,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1479863624i/1618.jpg,,https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,226.0,,,"Fiction, Mystery, Young Adult, Contemporary, Book Club"
"Tuesdays with Morrie: An Old Man, a Young Man, and Life&apos;s Greatest Lesson",Mitch Albom,4.21,1206399,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1423763749i/6900.jpg,,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,210.0,,,"Nonfiction, Memoir, Biography, Classics, Philosophy"
"Holes (Holes, #1)",Louis Sachar,4.01,1365820,,9780439244190,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1618269830i/38709.jpg,,https://www.goodreads.com/book/show/38709.Holes,272.0,,,"Young Adult, Fiction, Middle Grade, Childrens, Classics"
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,4.58,3666166,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1587697303i/1.jpg,,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,652.0,,,"Fantasy, Fiction, Young Adult, Harry Potter, Magic"
The Unbearable Lightness of Being,Milan Kundera,4.11,545899,,9780571224388,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1265401884i/9717.jpg,,https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being,314.0,,,"Fiction, Classics, Philosophy, Literature, Novels"
The Name of the Rose,Umberto Eco,4.14,396390,,9780156001311,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1415375471i/119073.jpg,,https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose,552.0,,,"Fiction, Historical Fiction, Mystery, Classics, Historical"
On the Road,Jack Kerouac,3.61,449211,,9780140042597,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1658929891i/70401.jpg,,https://www.goodreads.com/book/show/70401.On_the_Road,307.0,,,"Classics, Fiction, Travel, Literature, Novels"
Where the Red Fern Grows,Wilson Rawls,4.13,441498,,9780375806810,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1518702249i/10365.jpg,,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,272.0,,,"Classics, Fiction, Young Adult, Childrens, Historical Fiction"
"The Godfather (The Godfather, #1)",Mario Puzo,4.4,465641,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1394988109i/22034.jpg,,https://www.goodreads.com/book/show/22034.The_Godfather,428.0,,,"Fiction, Classics, Crime, Thriller, Historical Fiction"
In Cold Blood,Truman Capote,4.09,731570,,9780679745587,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1424931136i/168642.jpg,,https://www.goodreads.com/book/show/168642.In_Cold_Blood,343.0,,,"Nonfiction, Classics, True Crime, Crime, Mystery"
"Catching Fire (The Hunger Games, #2)",Suzanne Collins,4.36,4170079,,9780439023498,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1586722941i/6148028.jpg,,https://www.goodreads.com/book/show/6148028-catching-fire,391.0,,,"Young Adult, Dystopia, Fiction, Fantasy, Science Fiction"
The Song of Achilles,Madeline Miller,4.3,2000890,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1357177533i/13623848.jpg,,https://www.goodreads.com/book/show/13623848-the-song-of-achilles,408.0,,,"Fantasy, Historical Fiction, Romance, Fiction, Mythology"
The Scarlet Letter,Nathaniel Hawthorne,3.44,921703,,9780142437261,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1404810944i/12296.jpg,,https://www.goodreads.com/book/show/12296.The_Scarlet_Letter,279.0,,,"Classics, Fiction, Historical Fiction, School, Literature"
"American Gods: Tenth Anniversary (American Gods, #1)",Neil Gaiman,4.1,991929,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1462924585i/30165203.jpg,,https://www.goodreads.com/book/show/30165203-american-gods,635.0,,,"Fantasy, Fiction, Mythology, Urban Fantasy, Audiobook"
The Five People You Meet in Heaven,Mitch Albom,4.01,805977,,9780786868711,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388200541i/3431.jpg,,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven,196.0,,,"Fiction, Contemporary, Inspirational, Fantasy, Classics"
Watchmen,Alan             Moore,4.39,595332,,9780930289232,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1442239711i/472331.jpg,,https://www.goodreads.com/book/show/472331.Watchmen,416.0,,,"Graphic Novels, Comics, Fiction, Science Fiction, Fantasy"
The Divine Comedy: Inferno - Purgatorio - Paradiso,Dante Alighieri,4.09,172962,,9780679433132,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1657540227i/6656.jpg,,https://www.goodreads.com/book/show/6656.The_Divine_Comedy,798.0,,,"Classics, Poetry, Fiction, Literature, Philosophy"
All Quiet on the Western Front,Erich Maria Remarque,4.11,521592,,9780449213940,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1632027397i/355697.jpg,,https://www.goodreads.com/book/show/355697.All_Quiet_on_the_Western_Front,296.0,,,"Classics, Fiction, Historical Fiction, War, Historical"
"The Cat in the Hat (Cat in the Hat, #1)",Dr. Seuss,4.2,587867,,9780394800011,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1468890477i/233093.jpg,,https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat,61.0,,,"Childrens, Picture Books, Classics, Fiction, Poetry"
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,4.25,826526,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1615552073i/12067.jpg,,https://www.goodreads.com/book/show/12067.Good_Omens,491.0,,,"Fantasy, Fiction, Humor, Audiobook, Comedy"
"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,4.58,243377,,9780671683900,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1559668037i/256008.jpg,,https://www.goodreads.com/book/show/256008.Lonesome_Dove,960.0,,,"Fiction, Historical Fiction, Westerns, Classics, Historical"
