title,author,rating,rating_count,description,isbn,image,url_from_jsonld,book_url,pages,published_year,language,genres
"The Little House Collection (Little House, #1-9)",Laura Ingalls Wilder,4.36,157309,,9780060529963,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1577932823i/114345.jpg,,https://www.goodreads.com/book/show/114345.The_Little_House_Collection,2700.0,,,"Classics, Historical Fiction, Childrens, Fiction, Young Adult"
"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,3.92,744721,,9781416989417,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1358261334i/6339664.jpg,,https://www.goodreads.com/book/show/6339664-hush-hush,391.0,,,"Fantasy, Young Adult, Romance, Paranormal, Angels"
"Peter Pan (Peter Pan, #2)",J.M. Barrie,4.03,374247,,9780805072457,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1337714526i/34268.jpg,,https://www.goodreads.com/book/show/34268.Peter_Pan,155.0,,,"Classics, Fantasy, Fiction, Childrens, Adventure"
"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.37,1221320,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1361038385i/561456.jpg,,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,352.0,,,"Fantasy, Young Adult, Mythology, Fiction, Percy Jackson"
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,4.42,1222127,,9781423101468,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1518607478i/2120932.jpg,,https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth,361.0,,,"Fantasy, Young Adult, Mythology, Fiction, Percy Jackson"
"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.19,2426193,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1495278054i/7896527.jpg,,https://www.goodreads.com/book/show/7896527-throne-of-glass,406.0,,,"Fantasy, Young Adult, Romance, Fiction, Romantasy"
Love in the Time of Cholera,Gabriel García Márquez,3.94,548112,,9781400034680,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1644691354i/9712.jpg,,https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera,348.0,,,"Fiction, Classics, Historical Fiction, Romance, Magical Realism"
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,1372906,,9780786856862,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1400602661i/28186.jpg,,https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,279.0,,,"Fantasy, Young Adult, Mythology, Fiction, Middle Grade"
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.63,3214571,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1546406996i/17927395.jpg,,https://www.goodreads.com/book/show/17927395-a-court-of-mist-and-fury,626.0,,,"Fantasy, Romance, Romantasy, Young Adult, Fiction"
"Insurgent (Divergent, #2)",Veronica Roth,3.96,1625463,,9780007442911,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1618525340i/11735983.jpg,,https://www.goodreads.com/book/show/11735983-insurgent,525.0,,,"Young Adult, Dystopia, Fantasy, Fiction, Science Fiction"
The Addiction Manifesto,Jerry Weaver,4.74,1266,,9781638377634,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1626523225i/58572970.jpg,,https://www.goodreads.com/book/show/58572970-the-addiction-manifesto,178.0,,,"Nonfiction, Self Help, Addiction, Psychology, Mental Health"
A Walk to Remember,Nicholas Sparks,4.2,845754,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1498755310i/35545737.jpg,,https://www.goodreads.com/book/show/35545737-a-walk-to-remember,215.0,,,"Romance, Fiction, Young Adult, Contemporary, Chick Lit"
How the Grinch Stole Christmas!,Dr. Seuss,4.39,448439,,9780007173044,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327958149i/113946.jpg,,https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_,64.0,,,"Childrens, Picture Books, Christmas, Classics, Fiction"
"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,4.55,477785,,9781406321340,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1436788488i/18335634.jpg,,https://www.goodreads.com/book/show/18335634-clockwork-princess,567.0,,,"Fantasy, Young Adult, Romance, Paranormal, Historical Fiction"
The Thorn Birds,Colleen McCullough,4.25,365231,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1548530867i/3412.jpg,,https://www.goodreads.com/book/show/3412.The_Thorn_Birds,692.0,,,"Fiction, Historical Fiction, Romance, Classics, Australia"
"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker&apos;s Guide to the Galaxy, #1-5)",Douglas Adams,4.38,338675,,9780345453747,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1404613595i/13.jpg,,https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy,815.0,,,"Science Fiction, Fiction, Humor, Fantasy, Classics"
"The Maze Runner (The Maze Runner, #1)",James Dashner,4.06,1690305,,9780385737944,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1375596592i/6186357.jpg,,https://www.goodreads.com/book/show/6186357-the-maze-runner,384.0,,,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy"
Their Eyes Were Watching God,Zora Neale Hurston,3.99,387489,,9780061120060,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1368072803i/37415.jpg,,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,238.0,,,"Classics, Fiction, Historical Fiction, School, Book Club"
"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,4.33,381353,,9781595141972,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1361099049i/2802316.jpg,,https://www.goodreads.com/book/show/2802316-shadow-kiss,443.0,,,"Young Adult, Fantasy, Vampires, Paranormal, Romance"
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,4.58,3666166,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1627043894i/58613345.jpg,,https://www.goodreads.com/book/show/58613345-harry-potter-and-the-half-blood-prince,672.0,,,"Fantasy, Fiction, Young Adult, Harry Potter, Magic"
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company,4.43,9833,,9781557831576,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347579233i/1423.jpg,,https://www.goodreads.com/book/show/1423.The_Compleat_Works_of_Wllm_Shkspr,137.0,,,"Plays, Classics, Humor, Drama, Fiction"
The Importance of Being Earnest,Oscar Wilde,4.17,406515,,9781580495806,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1298438452i/92303.jpg,,https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest,89.0,,,"Classics, Plays, Fiction, Drama, Humor"
"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,4,513278,,9780140621679,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1398003737i/236093.jpg,,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz,154.0,,,"Classics, Fantasy, Fiction, Childrens, Young Adult"
Atonement,Ian McEwan,3.95,564555,,9780385721790,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1320449708i/6867.jpg,,https://www.goodreads.com/book/show/6867.Atonement,351.0,,,"Fiction, Historical Fiction, Classics, Romance, Historical"
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,4.39,4123555,,9781501139239,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1664458703i/32620332.jpg,,https://www.goodreads.com/book/show/32620332-the-seven-husbands-of-evelyn-hugo,389.0,,,"Fiction, Romance, Historical Fiction, LGBT, Book Club"
,,,,,,,,https://www.goodreads.com/book/show/7190.The_Three_Musketeers,,,,
The Lorax,Dr. Seuss,4.35,370326,,9780679889106,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1705520064i/7784.jpg,,https://www.goodreads.com/book/show/7784.The_Lorax,72.0,,,"Childrens, Picture Books, Fiction, Classics, Poetry"
The Diary of a Young Girl,Anne Frank,4.2,4203066,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1560816565i/48855.jpg,,https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl,283.0,,,"Classics, Nonfiction, History, Biography, Memoir"
"Eat, Pray, Love",Elizabeth Gilbert,3.65,1846185,,9780143038412,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1503066414i/19501.jpg,,https://www.goodreads.com/book/show/19501.Eat_Pray_Love,368.0,,,"Nonfiction, Memoir, Travel, Book Club, Biography"
"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,4.5,235141,,9780545265355,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1360094673i/7938275.jpg,,https://www.goodreads.com/book/show/7938275-the-hunger-games-trilogy-boxset,1155.0,,,"Young Adult, Fiction, Fantasy, Dystopia, Science Fiction"
Goodnight Moon,Margaret Wise Brown,4.32,395480,,9780060775858,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1439223893i/32929.jpg,,https://www.goodreads.com/book/show/32929.Goodnight_Moon,32.0,,,"Childrens, Picture Books, Classics, Fiction, Poetry"
"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,4.2,735129,,9780007119318,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1733926500i/853510.jpg,,https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express,274.0,,,"Mystery, Classics, Fiction, Agatha Christie, Crime"
A Midsummer Night’s Dream,William Shakespeare,3.94,579636,,9780743477543,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327874534i/1622.jpg,,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,298.0,,,"Classics, Plays, Shakespeare, Fiction, Fantasy"
Bridge to Terabithia,Katherine Paterson,4.06,591365,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1532478367i/40940121.jpg,,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia,190.0,,,"Fiction, Young Adult, Classics, Fantasy, Childrens"
"Frostbite (Vampire Academy, #2)",Richelle Mead,4.25,372386,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1361098960i/2282133.jpg,,https://www.goodreads.com/book/show/2282133.Frostbite,327.0,,,"Young Adult, Fantasy, Vampires, Paranormal, Romance"
"The Selection (The Selection, #1)",Kiera Cass,4.07,1767782,,9780062059932,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1322103400i/10507293.jpg,,https://www.goodreads.com/book/show/10507293-the-selection,336.0,,,"Romance, Young Adult, Dystopia, Fantasy, Fiction"
Heart of Darkness,Joseph Conrad,3.43,559778,,9781892295491,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1392799983i/4900.jpg,,https://www.goodreads.com/book/show/4900.Heart_of_Darkness,188.0,,,"Classics, Fiction, Literature, Historical Fiction, Africa"
Tess of the D’Urbervilles,Thomas Hardy,3.84,303144,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1633063778i/32261.jpg,,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles,518.0,,,"Classics, Fiction, Romance, Literature, Historical Fiction"
The Night Circus,Erin Morgenstern,4,1101513,,9780385534635,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1387124618i/9361589.jpg,,https://www.goodreads.com/book/show/9361589-the-night-circus,506.0,,,"Fantasy, Fiction, Romance, Book Club, Historical Fiction"
The Call of the Wild,Jack London,3.92,473887,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1452291694i/1852.jpg,,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,172.0,,,"Classics, Fiction, Adventure, Young Adult, Animals"
The Prophet,Kahlil Gibran,4.23,329816,,9780001000391,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1355046521i/2547.jpg,,https://www.goodreads.com/book/show/2547.The_Prophet,127.0,,,"Poetry, Classics, Philosophy, Fiction, Spirituality"
"Blood Promise (Vampire Academy, #4)",Richelle Mead,4.3,327241,,9781595141989,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1442530605i/5996153.jpg,,https://www.goodreads.com/book/show/5996153-blood-promise,503.0,,,"Young Adult, Fantasy, Vampires, Paranormal, Romance"
The Joy Luck Club,Amy Tan,3.97,710189,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1304978653i/7763.jpg,,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,288.0,,,"Fiction, Historical Fiction, Classics, China, Contemporary"
Alice in Wonderland,Jane Carruth,4.03,396902,,9780517223628,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1391458382i/13023.jpg,,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland,96.0,,,"Classics, Fantasy, Fiction, Childrens, Young Adult"
"Oh, the Places You’ll Go!",Dr. Seuss,4.37,443534,,9780679805274,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1630510695i/191139.jpg,,https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_,44.0,,,"Childrens, Picture Books, Fiction, Classics, Poetry"
The Phantom Tollbooth,Norton Juster,4.19,307340,,9780394820378,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1558858485i/378.jpg,,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth,248.0,,,"Fantasy, Fiction, Classics, Childrens, Young Adult"
The Neverending Story,Michael Ende,4.18,221529,,9780525457589,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1554230952i/27712.jpg,,https://www.goodreads.com/book/show/27712.The_Neverending_Story,396.0,,,"Fantasy, Classics, Fiction, Young Adult, Childrens"
"The Good Earth (House of Earth, #1)",Pearl S. Buck,4.01,261039,,9781416500186,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1312497600i/1078.jpg,,https://www.goodreads.com/book/show/1078.The_Good_Earth,418.0,,,"Classics, Fiction, Historical Fiction, China, Book Club"
Madame Bovary,Gustave Flaubert,3.71,376010,,9780192840394,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1741368185i/2175.jpg,,https://www.goodreads.com/book/show/2175.Madame_Bovary,329.0,,,"Classics, Fiction, France, Literature, French Literature"
Oliver Twist,Charles Dickens,3.88,428644,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327868529i/18254.jpg,,https://www.goodreads.com/book/show/18254.Oliver_Twist,608.0,,,"Classics, Fiction, Historical Fiction, Literature, 19th Century"
Treasure Island,Robert Louis Stevenson,3.85,541759,,9780753453803,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1485248909i/295.jpg,,https://www.goodreads.com/book/show/295.Treasure_Island,352.0,,,"Classics, Fiction, Adventure, Historical Fiction, Young Adult"
"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.55,847682,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1571318786i/62291.jpg,,https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,1177.0,,,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy"
"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,4.13,213059,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1529610467i/40605251.jpg,,https://www.goodreads.com/book/show/40605251-the-mists-of-avalon,1009.0,,,"Fantasy, Fiction, Historical Fiction, Arthurian, Mythology"
The Boy in the Striped Pajamas,John Boyne,4.16,970477,,9780385751070,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1366228171i/39999.jpg,,https://www.goodreads.com/book/show/39999.The_Boy_in_the_Striped_Pajamas,224.0,,,"Historical Fiction, Fiction, Young Adult, Historical, Classics"
Jonathan Livingston Seagull,Richard Bach,3.86,273275,,9780743278904,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1432222358i/71728.jpg,,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull,112.0,,,"Fiction, Classics, Philosophy, Fantasy, Spirituality"
"Jurassic Park (Jurassic Park, #1)",Michael Crichton,4.13,1064394,,9780307763051,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1529604411i/40604658.jpg,,https://www.goodreads.com/book/show/40604658-jurassic-park,466.0,,,"Science Fiction, Fiction, Thriller, Horror, Fantasy"
Ulysses,James Joyce,3.76,138129,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1756682514i/338798.jpg,,https://www.goodreads.com/book/show/338798.Ulysses,783.0,,,"Classics, Fiction, Literature, Ireland, Novels"
American Psycho (Vintage Contemporaries),Bret Easton Ellis,3.8,363775,,9780679735779,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1436934349i/28676.jpg,,https://www.goodreads.com/book/show/28676.American_Psycho,399.0,,,"Fiction, Horror, Classics, Thriller, Crime"
"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.67,2871546,,9781612130293,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1385207843i/10818853.jpg,,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,356.0,,,"Romance, Fiction, Erotica, BDSM, Adult"
"Beloved (Beloved Trilogy, #1)",Toni Morrison,3.98,492040,,9781400033416,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1722944318i/6149.jpg,,https://www.goodreads.com/book/show/6149.Beloved,325.0,,,"Fiction, Classics, Historical Fiction, Magical Realism, Historical"
"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,4.29,943193,,9781423113393,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1464201003i/7736182.jpg,,https://www.goodreads.com/book/show/7736182-the-lost-hero,576.0,,,"Fantasy, Mythology, Young Adult, Fiction, Middle Grade"
"The Clan of the Cave Bear (Earth&apos;s Children, #1)",Jean M. Auel,4.1,283185,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1760432374i/40611463.jpg,,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear,516.0,,,"Historical Fiction, Fiction, Fantasy, Historical, Classics"
"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.12,1013645,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1507557775i/36381037.jpg,,https://www.goodreads.com/book/show/36381037-cinder,400.0,,,"Fantasy, Young Adult, Science Fiction, Romance, Dystopia"
A Farewell to Arms,Ernest Hemingway,3.82,354661,,9780099910107,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1313714836i/10799.jpg,,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,293.0,,,"Classics, Fiction, Historical Fiction, War, Literature"
David Copperfield,Charles Dickens,4.04,259214,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1461452762i/58696.jpg,,https://www.goodreads.com/book/show/58696.David_Copperfield,882.0,,,"Classics, Fiction, Literature, Historical Fiction, Audiobook"
A Little Princess,Frances Hodgson Burnett,4.23,330789,,9780142437018,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327868556i/3008.jpg,,https://www.goodreads.com/book/show/3008.A_Little_Princess,242.0,,,"Classics, Fiction, Childrens, Young Adult, Historical Fiction"
The Canterbury Tales,Geoffrey Chaucer,3.53,238235,,9780140424386,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1261208589i/2696.jpg,,https://www.goodreads.com/book/show/2696.The_Canterbury_Tales,504.0,,,"Classics, Fiction, Poetry, Literature, School"
The World According to Garp,John Irving,4.11,239092,,9780345915597,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1447234581i/7069.jpg,,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,610.0,,,"Fiction, Classics, Literature, Contemporary, Novels"
Thirteen Reasons Why,Jay Asher,3.84,1025993,,9781595147882,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1555345043i/29844228.jpg,,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why,352.0,,,"Young Adult, Fiction, Contemporary, Realistic Fiction, Mystery"
The Iliad / The Odyssey,Homer,4.07,84068,,9780147712554,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388181863i/1375.jpg,,https://www.goodreads.com/book/show/1375.The_Iliad_The_Odyssey,1556.0,,,"Classics, Fiction, Poetry, Mythology, Fantasy"
The Virgin Suicides,Jeffrey Eugenides,3.78,415143,,9780747560593,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1319032910i/10956.jpg,,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,250.0,,,"Fiction, Classics, Contemporary, Literary Fiction, Young Adult"
His Dark Materials (His Dark Materials #1-3),Philip Pullman,4.29,168520,,9780440238607,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1442329494i/18116.jpg,,https://www.goodreads.com/book/show/18116.His_Dark_Materials,1088.0,,,"Fantasy, Fiction, Young Adult, Childrens, Science Fiction Fantasy"
Room,Emma Donoghue,4.08,836387,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1472239721i/31685789.jpg,,https://www.goodreads.com/book/show/31685789-room,321.0,,,"Fiction, Book Club, Contemporary, Thriller, Adult"
"Mockingjay (The Hunger Games, #3)",Suzanne Collins,4.12,3732735,,9780439023511,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1586722918i/7260188.jpg,,https://www.goodreads.com/book/show/7260188-mockingjay,390.0,,,"Young Adult, Dystopia, Fiction, Fantasy, Science Fiction"
The Silmarillion,J.R.R. Tolkien,4.04,336889,,9780618391110,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1610045590i/7332.jpg,,https://www.goodreads.com/book/show/7332.The_Silmarillion,386.0,,,"Fantasy, Fiction, Classics, High Fantasy, Epic Fantasy"
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,4.28,449562,,9780064410342,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1630502935i/6294.jpg,,https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle,329.0,,,"Fantasy, Young Adult, Fiction, Romance, Middle Grade"
The Velveteen Rabbit,Margery Williams Bianco,4.31,273409,,9780380002559,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347748913i/144974.jpg,,https://www.goodreads.com/book/show/144974.The_Velveteen_Rabbit,40.0,,,"Classics, Childrens, Fiction, Picture Books, Fantasy"
The Trial,Franz Kafka,3.94,397279,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1320399438i/17690.jpg,,https://www.goodreads.com/book/show/17690.The_Trial,255.0,,,"Classics, Fiction, Philosophy, Literature, German Literature"
"Shōgun (Asian Saga, #1)",James Clavell,4.41,213168,,9781982603847,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1704385704i/52382796.jpg,,https://www.goodreads.com/book/show/52382796-sh-gun,1152.0,,,"Historical Fiction, Fiction, Japan, Historical, Classics"
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,3.51,686583,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1437733293i/37442.jpg,,https://www.goodreads.com/book/show/37442.Wicked,406.0,,,"Fantasy, Fiction, Book Club, Retellings, Adult"
Schindler’s List,Thomas Keneally,4.34,165870,,9780340606513,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1722260788i/375013.jpg,,https://www.goodreads.com/book/show/375013.Schindler_s_List,429.0,,,"History, Nonfiction, Classics, Holocaust, War"
"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.42,585996,,9781416975885,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1460477747i/10025305.jpg,,https://www.goodreads.com/book/show/10025305-clockwork-prince,498.0,,,"Fantasy, Young Adult, Romance, Paranormal, Steampunk"
Man&apos;s Search for Meaning,Viktor E. Frankl,4.37,882576,,9780807014295,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1535419394i/4069.jpg,,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,165.0,,,"Nonfiction, Psychology, Philosophy, History, Self Help"
Extremely Loud &amp; Incredibly Close,Jonathan Safran Foer,3.97,435548,,9780618711659,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327879967i/4588.jpg,,https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close,326.0,,,"Fiction, Contemporary, Book Club, Historical Fiction, Novels"
"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,4.26,589238,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1647930822i/23807.jpg,,https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs,421.0,,,"Horror, Fiction, Thriller, Mystery, Crime"
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,4.09,513941,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1355932638i/37470.jpg,,https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl,661.0,,,"Historical Fiction, Fiction, Historical, Romance, Book Club"
The Green Mile,Stephen  King,4.49,364382,,9780451933027,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1373903563i/11566.jpg,,https://www.goodreads.com/book/show/11566.The_Green_Mile,592.0,,,"Horror, Fiction, Fantasy, Thriller, Mystery"
The Sun Also Rises,Ernest Hemingway,3.79,495145,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1509802323i/3876.jpg,,https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises,189.0,,,"Classics, Fiction, Literature, Historical Fiction, Novels"
"Fallen (Fallen, #1)",Lauren Kate,3.72,618768,,9780385738934,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1440619649i/6487308.jpg,,https://www.goodreads.com/book/show/6487308-fallen,464.0,,,"Fantasy, Young Adult, Romance, Paranormal, Angels"
"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,4.36,299849,,9781595143068,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1319850978i/6527740.jpg,,https://www.goodreads.com/book/show/6527740-last-sacrifice,594.0,,,"Young Adult, Fantasy, Vampires, Paranormal, Romance"
The Lord of the Rings,J.R.R. Tolkien,4.54,732192,,9780618640157,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1566425108i/33.jpg,,https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings,1216.0,,,"Fantasy, Classics, Fiction, Adventure, Science Fiction Fantasy"
A Confederacy of Dunces,John Kennedy Toole,3.89,298964,,9780802130204,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1562554946i/310612.jpg,,https://www.goodreads.com/book/show/310612.A_Confederacy_of_Dunces,394.0,,,"Fiction, Classics, Humor, Book Club, Literature"
"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.57,772206,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1456172607i/22299763.jpg,,https://www.goodreads.com/book/show/22299763-crooked-kingdom,561.0,,,"Fantasy, Young Adult, Fiction, Romance, Young Adult Fantasy"
The Screwtape Letters,C.S. Lewis,4.27,524623,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1760782828i/8130077.jpg,,https://www.goodreads.com/book/show/8130077-the-screwtape-letters,222.0,,,"Fiction, Christian, Classics, Religion, Christianity"
